object_id,publisher,journal,issn
item_3396439,Routledge,Aging & Mental Health,1360-7863
item_3395981,Nature Publishing Group,Nature,0028-0836
item_3373964,Informa UK (Taylor & Francis),WORLD JOURNAL OF BIOLOGICAL PSYCHIATRY,1562-2975
item_3480971,North-Holland,Physics Letters B,0370-2693
item_3431502,SAGE Publications,"Science, Technology, and Human Values",1552-8251
item_3475216,"John Wiley & Sons, Ltd","New Phytologist
",0028-646X
item_3364809,American Physical Society,Physical Review B,1098-0121
item_3473759,"Sage Publications, Inc.",Journal of Biological Rhythms,0748-7304
item_3396029,Wiley-VCH ,Angewandte Chemie International Edition,1433-7851
item_3476747,Verlag Helvetica Chimica Acta AG,Helvetica Chimica Acta,0018-019X
item_3511025,National Academy of Sciences,Proceedings of the National Academy of Sciences of the United States of America,0027-8424
item_3351640,Nature Research,Nature Reviews Physics,2522-5820
item_3386705,American Physical Society,Physical Review Letters,0031-9007
item_3481460,Royal Society of Chemistry,Soft Matter,1744-683X
item_3497402,Frontiers Media,Frontiers in Bioengineering and Biotechnology,2296-4185
item_3478655,Nature Publishing Group,Scientific Reports,2045-2322
item_3364783,IOP Publishing,New Journal of Physics,1367-2630
item_3364180,Heyden & Son,NMR in Biomedicine,0952-3480
item_3432596,Published for EMBO by Oxford University Press,EMBO Reports,1469-221X
item_3399927,AAAS,Science Advances,2375-2548
item_3432114,Public Library of Science,PLoS Pathogens,1553-7366
item_3501822,Wiley-VCH,Advanced Science,2198-3844
item_3377358,American Chemical Society,The Journal of Physical Chemistry Letters,1948-7185
item_3520087,Nature Publishing Group,Scientific Reports,2045-2322
item_3369846,AAAS,Science Robotics,2470-9476
item_3475629,Wiley-VCH ,Angewandte Chemie International Edition,1433-7851
item_3458650,Frontiers Media SA,FRONTIERS IN CARDIOVASCULAR MEDICINE,2297-055X
item_3363408,American Chemical Society,ACS Chemical Biology,1554-8929
item_3428895,Oxford University Press,GigaScience,2047-217X
item_3458091,North-Holland,Physics Letters B,0370-2693
item_3501622,Public Library of Science,PLOS COMPUTATIONAL BIOLOGY,1553-734X
item_3514141,Cold Spring Harbor Laboratory,bioRxiv : the preprint server for biology,
item_3475782,Nature Publishing Group,Nature Nanotechnology,1748-3387
item_3486751,University of Chicago Press for the American Astronomical Society,The Astrophysical Journal Letters,0004-637X
item_3405304,Elsevier Current Trends,Trends in Neurosciences,0166-2236
item_3404913,IOP Publishing,New Journal of Physics,1367-2630
item_3400036,Royal Society of Chemistry,Faraday Discussions,1359-6640
item_3404180,Cambridge University Press,Journal of Chinese History,2059-1640
item_3374864,American Physical Society,Physical Review B,1098-0121
item_3496922,SciPost,SciPost Physics Core,2666-9366
item_3404912,American Physical Society,Physical Review B,1098-0121
item_3488089,EDP Sciences S A,Astronomy and Astrophysics,1432-0746
item_3573418,MDPI AG,Laws,2075-471X
item_3573426,MDPI AG,Laws,2075-471X
item_3430255,American Chemical Society,The Journal of Physical Chemistry Letters,1948-7185
item_3458034,Royal Society of Chemistry,Nanoscale,2040-3364
item_3390372,Wiley-VCH,Advanced Materials,0935-9648
item_3483752,Elsevier,CELL REPORTS,2211-1247
item_3483827,Nature Research,Nature aging,2662-8465
item_3495837,American Physical Society,Physical Review E,1539-3755
item_3369135,American Physical Society (APS),Physical Review Research,2643-1564
item_3403600,Elsevier,Forest Ecology and Management,0378-1127
item_3430689,Institute of Physics Pub.,Physical Biology,1478-3967
item_3512134,The Royal Society,Proceedings of the Royal Society B: Biological Sciences,0962-8452
item_3395215,American Chemical Society,Journal of Chemical Theory and Computation,1549-9618
item_3375972,Frontiers Media,Frontiers in Microbiology,1664-302X
item_3359960,Royal Meteorological Society.,Quarterly Journal of the Royal Meteorological Society,0035-9009
item_3397920,Copernicus Publications,Atmospheric Chemistry and Physics,1680-7316
item_3375628,American Institute of Physics,Applied Physics Letters,0003-6951
item_3476181,,Atmospheric Chemistry and Physics,1680-7316
item_3397463,American Association for the Advancement of Science (AAAS),Science Advances,2375-2548
item_3575114,Springer-Verlag,Brain Structure and Function,1863-2653
item_3385755,Oxford University Press,Cerebral Cortex,1047-3211
item_3387794,National Academy of Sciences,Proceedings of the National Academy of Sciences of the United States of America,0027-8424
item_3387003,"John Wiley & Sons, Ltd",Conservation Science and Practice,2578-4854
item_3487218,,Asuntos Constitucionales,2660-9444
item_3376035,Ovid Technologies (Wolters Kluwer) - American Heart Association,"Hypertension (Dallas, Tex. : 1979)",1524-4563
item_3524372,Cell Press,Cell Reports,2211-1247
item_3497442,Elsevier,GASTROENTEROLOGY,0016-5085
item_3432856,Cambridge University Press,German Law Journal,2071-8322
item_3395367,Advanstar Communications [etc.],Neurology,0028-3878
item_3390417,Elsevier,Developmental Cognitive Neuroscience,1878-9293
item_3457731,American Physical Society,Physical Review Letters,0031-9007
item_3376683,IOP Publishing; IAEA,The Astrophysical Journal,0004-637X
item_3547232,Cambridge University Press ,Journal of Fluid Mechanics,0022-1120
item_3384741,Springer Nature,npj Computational Materials,2057-3960
item_3594300,Frontiers Media SA,Frontiers in Electronic Materials,2673-9895
item_3373319,Wiley,Autism Research,1939-3792
item_3394590,American Physical Society,Physical Review Letters,0031-9007
item_3389244,American Chemical Society,Chemistry of Materials,0897-4756
item_3486098,Nature Publishing Group,The EMBO Journal,0261-4189
item_3387321,Elsevier,Animal Behaviour,0003-3472
item_3431005,American Chemical Society,Inorganic Chemistry,0020-1669
item_3386430,IOP Publishing; IAEA,The Astrophysical Journal,0004-637X
item_3492665,IOP Publishing; IAEA,The Astrophysical Journal,0004-637X
item_3485772,American Physical Society,Physical Review B,1098-0121
item_3484272,Springer (Biomed Central Ltd.),Cancer Cell International,1475-2867
item_3458093,University of Chicago Press for the American Astronomical Society,The Astrophysical Journal Letters,0004-637X
item_3368016,Frontiers Research Foundation,Frontiers in Neuroscience,1662-4548
item_3398551,Academic Press,NeuroImage,1053-8119
item_3398406,Academic Press,NeuroImage,1053-8119
item_3407498,Verlag Johann Ambrosius Barth / Wiley-VCH ,Zeitschrift für anorganische und allgemeine Chemie,0044-2313
item_3396316,Wiley-Liss,Magnetic Resonance in Medicine,0740-3194
item_3386811,European Respiratory Society,EUROPEAN RESPIRATORY JOURNAL,0903-1936
item_3365975,Cell Press,Biophysical Journal,0006-3495
item_3373333,American Institute of Physics,The Journal of Chemical Physics,0021-9606
item_3387979,IOP Science,Progress in Energy,2516-1083
item_3458062,IOP Publishing; IAEA,The Astrophysical Journal,0004-637X
item_3387840,Springer-Verlag,Applied Magnetic Resonance,0937-9347
item_3395622,Elsevier B.V.,Applied Surface Science,0169-4332
item_3407003,Nature Publishing Group,Nature Communications,2041-1723
item_3399459,AIP Publishing,Journal of Applied Physics,0021-8979
item_3451482,Springer Nature,npj Computational Materials,2057-3960
item_3401006,IOP Publishing,Electronic Structure,2516-1075
item_3388769,Elsevier,Carbohydrate Polymers,0144-8617
item_3430576,Elsevier,Gene,0378-1119
item_3369542,Wiley-VCH,Advanced Materials,0935-9648
item_3484978,American Physical Society,Physical Review B,1098-0121
item_3370123,"NH, Elsevier",Journal of Magnetism and Magnetic Materials,0304-8853
item_3384416,IOP Publishing,Journal of Physics: Conference Series,1742-6588
item_3398577,AAAS,Science Advances,2375-2548
item_3401084,IOP Publ.,2D Materials,2053-1583
item_3473904,American Physical Society,Physical Review B,1098-0121
item_3400447,American Physical Society,Physical Review B,1098-0121
item_3374952,American Society for Microbiology,mBio,2150-7511
item_3373282,American Society for Microbiology,mBio,2150-7511
item_3475958,AAAS,Science Advances,2375-2548
item_3380964,Wiley-VCH,Chembiochem,1439-4227
item_3367319,Springer,Journal of Automated Reasoning,0168-7433
item_3508935,AAAS,Science Robotics,2470-9476
item_3473787,AIP Publishing,Journal of Applied Physics,0021-8979
item_3406989,American Chemical Society,Environmental Science & Technology,0013-936X
item_3404293,Special Interest Group on the Management of Data,Sigmod Record,0163-5808
item_3493192,Wiley (John Wiley & Sons),Criminal Behavior and Mental Health,1471-2857 (online)
item_3428811,Elsevier,Soil Biology and Biochemistry,0038-0717
item_3334844,American Physical Society,Physical Review B,1098-0121
item_3488780,Nature Publishing Group,npj Quantum Information,2056-6387
item_3367579,American Physical Society,Physical Review B,1098-0121
item_3473907,American Physical Society,Physical Review B,1098-0121
item_3458064,EDP Sciences S A,Astronomy and Astrophysics,1432-0746
item_3407270,Nature Publishing Group,Nature,0028-0836
item_3524620,Informa UK (Taylor & Francis),Citizenship Studies,1362-1025
item_3395254,Springer-Verlag,EUROPEAN ARCHIVES OF PSYCHIATRY AND CLINICAL NEUROSCIENCE,0940-1334
item_3399757,MDPI AG,International Journal of Molecular Sciences ,1422-0067
item_3369631,Academic Press,NeuroImage,1053-8119
item_3403578,Proceedings of the National Academy of Sciences,Proceedings of the National Academy of Sciences,0027-8424
item_3378879,Oxford University Press,History Workshop Journal,1363-3554
item_3369937,Frontiers Media,Frontiers in Cellular and Infection Microbiology,2235-2988
item_3487746,Oxford University Press,ISME JOURNAL,1751-7362
item_3292848,Royal Society,Notes and Records,0035-9149
item_3490227,"""Resilience Alliance, Inc.""",Ecology and Society,1708-3087
item_3458051,Walter de Gruyter GmbH,Zeitschrift für Soziologie,0340-1804
item_3477726,eLIFE SCIENCES PUBL LTD,eLife,2050-084X
item_3612024,Royal Society of Chemistry,Physical Chemistry Chemical Physics,1463-9076
item_3480720,Pergamon,Journal of Psychiatric Research,0022-3956
item_3483065,Informa UK (Taylor & Francis),Discourse Processes,0163-853X
item_3511709,EDP Sciences,Astronomy and Astrophysics,1432-0746
item_3367846,Taylor & Francis ,World archaeology,0043-8243
item_3391339,IOP Publishing; IAEA,The Astrophysical Journal,0004-637X
item_3432655,Nature Publishing Group,Nature Communications,2041-1723
item_3475966,AIP Scitation,APL Materials,
item_3377776,Routledge,"Religion, Brain  Behavior",2153-5981
item_3399517,EDP Sciences,European Physical Journal C - Particles and Fields,1434-6044
item_3432242,Elsevier ,iScience,2589-0042
item_3470842,Elsevier ,iScience,2589-0042
item_3486008,Springer-Verlag,EUROPEAN CHILD & ADOLESCENT PSYCHIATRY,1018-8827
item_3379428,Springer (Biomed Central Ltd.),BMC Public Health,1471-2458
item_3450679,Academic Press,NeuroImage,1053-8119
item_3431001,Springer,BMC Biology,1741-7007
item_3377750,"John Wiley & Sons, Inc.",Ecology and Evolution,2045-7758
item_3390394,American Geophysical Union,Journal of Advances in Modeling Earth Systems ,1942-2466
item_3366870,Wiley-VCH,Natural Sciences,
item_3475757,Elsevier Current Trends,Trends in Plant Science,1360-1385
item_3614800,Nature Publishing Group,Nature Reviews Materials,2058-8437
item_3617447,Wiley-VCH,Advanced Materials Interfaces,2196-7350
item_3362343,Oxford University Press ,NAR: genomics and bioinformatics,2631-9268
item_3485102,Published for EMBO by Oxford University Press,EMBO Reports,1469-221X
item_3399641,Società italiana di fisica,Journal of high energy physics : JHEP,1126-6708
item_3387752,IOP Publishing; IAEA,The Astrophysical Journal,0004-637X
item_3399639,Società italiana di fisica,Journal of high energy physics : JHEP,1126-6708
item_3399656,American Physical Society,Physical Review D,0556-2821
item_3388697,Nature Publishing Group,Nature,0028-0836
item_3399547,American Physical Society,Physical Review D,0556-2821
item_3399592,American Physical Society,Physical Review Letters,0031-9007
item_3399600,American Physical Society,Physical Review D,0556-2821
item_3399652,Società italiana di fisica,Journal of high energy physics : JHEP,1126-6708
item_3379668,Copernicus Publications,Atmospheric Chemistry and Physics,1680-7316
item_3400064,Elsevier,Engineering Structures,0141-0296
item_3407254,Frontiers Research Foundation,Frontiers in Neuroscience,1662-4548
item_3373297,MDPI,Nanomaterials,2079-4991
item_3444470,Springer,Innovations in Systems and Software Engineering,1614-5046
item_3480706,Psychonomic Society,Behavior Research Methods,1554-3528
item_3399511,Springer,EPJ Quantum Technology,2196-0763
item_3384019,American Institute of Physics,Physics of Fluids,0031-9171
item_3612020,Cell Press,Biophysical Journal,0006-3495
item_3401027,Springer Singapore,Tungsten,2661-8028
item_3374901,Wiley-VCH,Advanced Materials Interfaces,2196-7350
item_3375936,American Association for the Advancement of Science,Science,0036-8075
item_3424158,American Chemical Society,Journal of the American Chemical Society,0002-7863
item_3396227,Nature Publishing Group,Nature Communications,2041-1723
item_3407333,Elsevier Science,Polymer Testing,0142-9418
item_3374159,Nature Research,Nature Reviews Earth & Environment,2662-138X
item_3483096,ACS,ACS Catalysis,2155-5435
item_3462679,American Chemical Society,Langmuir,0743-7463
item_3383765,The Federation,Faseb Journal,0892-6638
item_3433196,American Society of Hematology,BLOOD,0006-4971
item_3379234,American Society of Hematology,Blood,1528-0020
item_3477015,Royal Society of Chemistry,Journal of Materials Chemistry A,2050-7488
item_3367451,Frontiers Media SA,FRONTIERS IN PSYCHIATRY,1664-0640
item_3450617,Public Library of Science,PLoS One,1932-6203
item_3376205,Elsevier Masson SAS,Cortex,0010-9452
item_3484237,Elsevier,Journal of Theoretical Biology,0022-5193
item_3380521,American Association for the Advancement of Science (AAAS),SCIENCE ADVANCES,2375-2548
item_3384801,Springer,Brain Structure & Function,1863-2653
item_3492637,The University of Chicago Press,Critical Inquiry,1539-7858
item_3367142,Springer Science and Business Media LLC,SCIENTIFIC REPORTS,2045-2322
item_3400320,Nature Publishing Group,Nature Communications,2041-1723
item_3400252,Nature Publishing Group,Nature Communications,2041-1723
item_3369368,Wiley-Blackwell on behalf of the IUCr,Journal of Synchrotron Radiation,1600-5775
item_3592828,Brill,International Community Law Review,1871-9732
item_3406669,Wiley; New Phytologist Foundation,New Phytologist,0028-646X
item_3385587,Elsevier,REDOX BIOLOGY,2213-2317
item_3387271,Associated Professional Sleep Societies,Sleep,0161-8105
item_3396355,New York Academy of Sciences,Annals of the New York Academy of Sciences,0077-8923
item_3480573,The Society,Journal of the Physical Society of Japan,0031-9015
item_3404253,Elsevier,Computer Methods and Programs in Biomedicine,0169-2607
item_3480850,AAAS,Science Advances,2375-2548
item_3481814,Nature Publishing Group,Nature Communications,2041-1723
